0 , 1.792147 
0 , 1.630906 
0 , 1.323011 
0 , 1.061707 
0 , 0.873262 
0 , 9.971228 
1 , 38.821671 
1 , 28.216545 
1 , 20.384264 
1 , 26.529508 
1 , 29.324541 
1 , 39.280325 
1 , 57.220879 
1 , 49.301733 
1 , 48.541649 
1 , 61.191266 
1 , 63.652120 
1 , 44.883654 
1 , 39.271829 
1 , 35.697948 
1 , 33.402273 
1 , 32.567032 
1 , 31.927288 
1 , 31.523850 
1 , 31.276042 
1 , 31.129930 
1 , 42.961136 
1 , 28.809890 
1 , 24.358458 
1 , 21.223249 
1 , 19.119221 
1 , 17.737341 
1 , 16.839849 
1 , 21.785249 
1 , 34.951762 
1 , 25.624663 
1 , 23.159047 
1 , 21.409191 
1 , 20.217863 
1 , 13.904559 
1 , 10.209256 
1 , 7.492222 
1 , 5.630615 
1 , 4.390901 
1 , 3.575181 
1 , 3.040988 
1 , 2.691568 
1 , 2.462787 
1 , 2.312585 
1 , 2.213509 
1 , 2.147683 
1 , 2.103477 
1 , 2.073327 
1 , 2.052317 
1 , 2.037252 
1 , 2.026053 
1 , 2.017370 
1 , 2.010325 
1 , 2.004347 
1 , 2.764779 
1 , 2.529837 
1 , 2.390991 
1 , 2.263265 
1 , 2.168030 
1 , 2.101495 
1 , 2.055891 
1 , 2.024577 
1 , 2.002759 
1 , 1.987178 
1 , 1.975671 
1 , 1.966822 
1 , 1.959704 
1 , 1.953714 
1 , 1.948461 
1 , 1.943689 
1 , 1.939233 
1 , 1.934985 
1 , 1.930875 
1 , 1.926857 
1 , 1.922902 
1 , 1.918990 
1 , 1.915109 
1 , 1.911251 
1 , 1.907411 
1 , 1.903584 
1 , 1.899769 
1 , 1.895965 
1 , 1.892169 
1 , 1.888383 
1 , 1.884605 
1 , 1.880835 
1 , 1.877073 
1 , 1.873318 
1 , 1.869571 
1 , 1.865832 
1 , 1.862100 
1 , 1.858376 
1 , 1.854659 
1 , 1.850950 
1 , 1.847248 
1 , 1.843553 
1 , 1.839866 
1 , 1.836186 
1 , 1.832514 
1 , 1.828849 
1 , 1.825191 
1 , 1.821541 
1 , 1.817898 
1 , 1.814262 
1 , 1.810634 
1 , 1.807012 
1 , 1.803398 
1 , 1.799791 
1 , 1.796192 
1 , 1.792599 
1 , 1.789014 
1 , 1.785436 
1 , 1.781865 
******
0 , 2.689453 
0 , 2.485121 
0 , 1.961312 
0 , 11.713523 
0 , 18.537342 
1 , 24.116075 
1 , 28.620582 
1 , 31.667200 
1 , 33.682437 
1 , 49.197119 
1 , 57.491775 
1 , 62.689283 
1 , 66.041262 
1 , 68.240291 
1 , 69.659664 
1 , 76.233195 
1 , 79.298608 
1 , 81.216207 
1 , 82.474048 
1 , 83.325650 
1 , 83.919019 
1 , 77.602538 
1 , 75.190755 
1 , 73.740544 
1 , 72.854803 
1 , 72.320114 
1 , 72.009363 
1 , 57.214638 
1 , 50.719433 
1 , 46.367206 
1 , 43.513735 
1 , 41.665346 
1 , 40.479033 
1 , 31.111694 
1 , 25.912470 
1 , 22.214658 
1 , 19.720978 
1 , 18.077258 
1 , 16.979462 
1 , 12.623466 
1 , 9.677944 
1 , 7.518814 
1 , 6.040444 
1 , 5.055454 
1 , 4.406429 
1 , 3.980365 
1 , 3.700604 
1 , 3.516356 
1 , 3.394321 
1 , 3.312764 
1 , 3.257535 
1 , 3.219426 
1 , 3.192451 
1 , 3.172717 
1 , 3.157695 
1 , 3.145740 
1 , 3.135782 
1 , 3.127128 
1 , 3.119325 
1 , 3.112079 
1 , 3.105201 
1 , 3.098565 
1 , 3.092091 
1 , 3.085727 
1 , 3.079439 
1 , 3.073204 
1 , 3.067008 
1 , 3.060842 
1 , 3.054700 
1 , 3.048577 
1 , 3.042471 
1 , 3.036380 
1 , 3.030304 
1 , 3.024241 
1 , 3.018191 
1 , 3.012153 
1 , 3.006128 
1 , 3.000116 
1 , 2.994115 
1 , 2.988127 
1 , 2.982150 
1 , 2.976186 
1 , 2.970234 
1 , 2.964293 
1 , 2.958364 
1 , 2.952448 
1 , 2.946543 
1 , 2.940650 
1 , 2.934768 
1 , 2.928899 
1 , 2.923041 
1 , 2.917195 
1 , 2.911361 
1 , 2.905538 
1 , 2.899727 
1 , 2.893927 
1 , 2.888139 
1 , 2.882363 
1 , 2.876598 
1 , 2.870845 
1 , 2.865104 
1 , 2.859373 
1 , 2.853655 
1 , 2.847947 
1 , 2.842251 
1 , 2.836567 
1 , 2.830894 
1 , 2.825232 
1 , 2.819582 
1 , 2.813942 
1 , 2.808314 
1 , 2.802698 
1 , 2.797092 
1 , 2.791498 
1 , 2.785915 
1 , 2.780343 
1 , 2.774783 
1 , 2.769233 
******
1 , 2.595000 
1 , 2.395204 
1 , 1.894122 
1 , 20.403492 
1 , 33.164267 
1 , 41.452541 
1 , 46.818501 
1 , 50.322183 
1 , 52.625944 
1 , 72.638310 
1 , 82.016199 
1 , 87.566212 
1 , 91.067828 
1 , 93.352194 
1 , 94.826784 
1 , 82.001050 
1 , 77.555031 
1 , 74.880210 
1 , 73.222962 
1 , 72.192910 
1 , 71.561510 
1 , 61.884714 
1 , 57.671656 
1 , 54.963657 
1 , 53.229354 
1 , 52.127219 
1 , 51.435798 
1 , 41.146508 
1 , 36.033599 
1 , 32.507919 
1 , 30.165914 
1 , 28.637468 
1 , 27.650564 
1 , 24.255277 
1 , 22.208494 
1 , 20.785214 
1 , 19.837963 
1 , 19.220809 
1 , 18.798120 
1 , 13.797150 
1 , 10.516237 
1 , 8.078554 
1 , 6.400976 
1 , 5.281071 
1 , 4.542738 
1 , 4.058156 
1 , 3.740232 
1 , 3.531157 
1 , 3.392992 
1 , 3.300970 
